Ranking IDHM 2010;Município;IDHM 2010
5066;Quebrangulo;0.559
5066;Pajeú do Piauí;0.559
5066;Granja;0.559
5066;Campestre;0.559
5066;São João da Canabrava;0.559
5066;São João da Varjota;0.559
5066;Saloá;0.559
5066;Gentio do Ouro;0.559
5081;Alto Alegre do Pindaré;0.558
5081;Bom Jesus das Selvas;0.558
5081;Guaratinga;0.558
5081;Borborema;0.558
5081;Ibirapitanga;0.558
5081;Bernardino Batista;0.558
5081;Pedra Preta;0.558
5081;Rio Vermelho;0.558
5081;Nova Olinda do Norte;0.558
5081;Morpará;0.558
5081;Espírito Santo;0.558
5081;Jacaraú;0.558
5081;Baraúna;0.558
5081;São Sebastião da Boa Vista;0.558
5081;Santo Antônio do Itambé;0.558
5081;Caraí;0.558
5081;Palestina;0.558
5098;Palmeira do Piauí;0.557
5098;Barra;0.557
5098;Serra Azul de Minas;0.557
5098;Tobias Barreto;0.557
5098;Careiro;0.557
5098;Campo Alegre de Lourdes;0.557
5098;Montanhas;0.557
5098;Santa Cruz do Arari;0.557
5098;Cansanção;0.557
5098;Barra de Santo Antônio;0.557
5098;Beneditinos;0.557
5098;Barreiras do Piauí;0.557
5098;São José dos Basílios;0.557
5098;São Félix de Balsas;0.557
5098;Imaculada;0.557
5098;Presidente Sarney;0.557
5098;Floresta Azul;0.557
5098;Lago Verde;0.557
5116;Flores;0.556
5116;Santa Luzia;0.556
5116;Buriticupu;0.556
5116;São Miguel do Tapuio;0.556
5116;Ninheira;0.556
5116;Formosa da Serra Negra;0.556
5116;Itabaianinha;0.556
5116;Jaguaripe;0.556
5116;São José dos Cordeiros;0.556
5116;Jequiá da Praia;0.556
5116;Palmeirândia;0.556
5116;Gurinhém;0.556
5128;Venha-Ver;0.555
5128;Seridó;0.555
5128;Cocal de Telha;0.555
5128;São Bento do Norte;0.555
5128;Curralinhos;0.555
5128;Nova Soure;0.555
5128;Novo Oriente de Minas;0.555
5128;Pacatuba;0.555
5128;Santa Quitéria do Maranhão;0.555
5128;Jurema;0.555
5128;Tanque D'Arca;0.555
5128;Tufilândia;0.555
5128;Riachão do Poço;0.555
5128;Várzea Nova;0.555
5128;Teolândia;0.555
5128;Amarante do Maranhão;0.555
5128;Andaraí;0.555
5128;Caraíbas;0.555
5146;Nova Santa Rita;0.554
5146;Bela Vista do Maranhão;0.554
5146;Alto Alegre do Maranhão;0.554
5146;Joaquim Nabuco;0.554
5146;Penalva;0.554
5146;Tacaimbó;0.554
5146;Avelino Lopes;0.554
5146;Novo Aripuanã;0.554
5146;São Luis do Piauí;0.554
5146;Novo Triunfo;0.554
5146;Oliveira dos Brejinhos;0.554
5157;Monte Alegre de Sergipe;0.553
5157;Francisco Macedo;0.553
5157;Jiquiriçá;0.553
5157;Imbé de Minas;0.553
5157;Capitão Gervásio Oliveira;0.553
5157;Cajapió;0.553
5157;Itaquara;0.553
5157;Água Preta;0.553
5157;Várzea Branca;0.553
5157;Cristinápolis;0.553
5157;Riachão do Bacamarte;0.553
5157;Lagoa de Pedras;0.553
5169;São João do Tigre;0.552
5169;São José do Jacuípe;0.552
5169;São José do Piauí;0.552
5169;Caracol;0.552
5169;Cruz do Espírito Santo;0.552
5169;Iguaí;0.552
5169;Junco do Maranhão;0.552
5169;Ibimirim;0.552
5169;Quipapá;0.552
5169;Itaipé;0.552
5169;Cardeal da Silva;0.552
5169;Xexéu;0.552
5169;Placas;0.552
5169;Jaramataia;0.552
5169;Lagoa da Canoa;0.552
5169;Bujaru;0.552
5169;Apuarema;0.552
5186;Tacima;0.551
5186;Manoel Urbano;0.551
5186;Lagoa dos Gatos;0.551
5186;Porto Real do Colégio;0.551
5186;Boa Vista do Tupim;0.551
5186;Belém do Piauí;0.551
5186;Barra do Choça;0.551
5186;Tomar do Geru;0.551
5194;Cajazeirinhas;0.550
5194;Água Fria;0.550
5194;Santa Luzia;0.550
5194;Domingos Mourão;0.550
5194;Ipecaetá;0.550
5194;Matões;0.550
5194;Cumaru do Norte;0.550
5194;Maranhãozinho;0.550
5194;Lagoa Alegre;0.550
5194;Jandaíra;0.550
5194;Jucati;0.550
5194;Ipubi;0.550
5194;São João do Araguaia;0.550
5194;Ielmo Marinho;0.550
5194;Morro do Chapéu do Piauí;0.550
5209;Ipirá;0.549
5209;Parazinho;0.549
5209;Paulo Ramos;0.549
5209;Dom Inocêncio;0.549
5209;São Sebastião;0.549
5209;Saúde;0.549
5209;Altamira do Maranhão;0.549
5209;Água Branca;0.549
5209;Capoeiras;0.549
5209;São Vicente Ferrer;0.549
5209;Porto;0.549
5209;Santa Cruz;0.549
5209;Muquém de São Francisco;0.549
5209;Araçagi;0.549
5209;Palmeirina;0.549
5209;Carauari;0.549
5225;Tonantins;0.548
5225;Rurópolis;0.548
5225;Jacuípe;0.548
5225;São Domingos;0.548
5225;São Miguel de Taipu;0.548
5225;Morros;0.548
5225;Mari;0.548
5225;Buriti;0.548
5225;Juripiranga;0.548
5225;Aporá;0.548
5225;Anapu;0.548
5225;Santa Maria do Cambucá;0.548
5225;Capitão Poço;0.548
5225;Aroeiras;0.548
5225;Pariconha;0.548
5225;Arara;0.548
5225;Algodão de Jandaíra;0.548
5225;Gilbués;0.548
5225;Fartura do Piauí;0.548
5244;Jeremoabo;0.547
5244;Ouro Branco;0.547
5244;Muaná;0.547
5244;Moju;0.547
5244;Flores do Piauí;0.547
5244;Serraria;0.547
5244;Igarapé-Miri;0.547
5244;Nilo Peçanha;0.547
5244;Brejão;0.547
5253;Cajueiro da Praia;0.546
5253;Lajedinho;0.546
5253;Santa Brígida;0.546
5253;Caém;0.546
5253;Cachoeira do Arari;0.546
5253;Bonito;0.546
5253;Monção;0.546
5253;Benedito Leite;0.546
5253;Adustina;0.546
5253;Doutor Ulysses;0.546
5253;Santa Luzia do Pará;0.546
5253;Coronel José Dias;0.546
5253;Icatu;0.546
5253;Bom Jesus da Serra;0.546
5253;São José da Vitória;0.546
5268;Nova Canaã;0.545
5268;Boa Vista do Gurupi;0.545
5268;Lagoa Real;0.545
5268;Mirador;0.545
5268;Luzilândia;0.545
5268;Terezinha;0.545
5268;Dona Inês;0.545
5268;Batalha;0.545
5268;Santa Luzia do Itanhy;0.545
5277;Wall Ferraz;0.544
5277;Fruta de Leite;0.544
5277;Wenceslau Guimarães;0.544
5277;Encruzilhada;0.544
5277;Santa Maria das Barreiras;0.544
5277;Campinas do Piauí;0.544
5277;Campos Lindos;0.544
5277;Santa Filomena;0.544
5277;Governador Luiz Rocha;0.544
5277;Itiúba;0.544
5277;Quijingue;0.544
5288;Manaíra;0.543
5288;Crisópolis;0.543
5288;Quatipuru;0.543
5288;Itagi;0.543
5288;Frei Lagonegro;0.543
5293;Currais;0.542
5293;Pedro Régis;0.542
5293;Morro Cabeça no Tempo;0.542
5293;Setubinha;0.542
5293;Caetanos;0.542
5293;Mãe D'Água;0.542
5293;Centro do Guilherme;0.542
5293;Mirangaba;0.542
5293;Vargem Grande;0.542
5293;Alto Alegre;0.542
5293;Parnarama;0.542
5293;Presidente Jânio Quadros;0.542
5293;Bonfim do Piauí;0.542
5306;Itainópolis;0.541
5306;Pio Xii;0.541
5306;Caridade do Piauí;0.541
5306;Taquarana;0.541
5306;Lagoa do Sítio;0.541
5306;Monte Formoso;0.541
5306;Luís Correia;0.541
5306;Jucuruçu;0.541
5306;Limoeiro do Ajuru;0.541
5306;Aveiro;0.541
5306;Canhotinho;0.541
5306;Natuba;0.541
5306;Ladainha;0.541
5306;São José dos Ramos;0.541
5306;Padre Marcos;0.541
5306;Porto de Pedras;0.541
5306;Riacho Frio;0.541
5306;São Benedito do Rio Preto;0.541
5306;Matinhas;0.541
5325;Catuji;0.540
5325;Ribeirão do Largo;0.540
5325;Dário Meira;0.540
5325;Salitre;0.540
5325;São Luís Gonzaga do Maranhão;0.540
5325;Anagé;0.540
5325;Brejo Grande;0.540
5332;Riachão do Dantas;0.539
5332;Tarauacá;0.539
5332;Miguel Alves;0.539
5332;Monteirópolis;0.539
5332;São João de Pirabas;0.539
5332;Feijó;0.539
5332;Várzea da Roça;0.539
5339;Campinápolis;0.538
5339;Floresta do Piauí;0.538
5339;Biritinga;0.538
5339;Bom Jardim;0.538
5339;Maetinga;0.538
5339;Senador Alexandre Costa;0.538
5345;Novo Repartimento;0.537
5345;Paranatama;0.537
5345;Bonito de Minas;0.537
5345;Timbiras;0.537
5345;Bacurituba;0.537
5345;Campo Alegre do Fidalgo;0.537
5345;Cachoeira Grande;0.537
5345;Capinzal do Norte;0.537
5345;São Joaquim do Monte;0.537
5354;Girau do Ponciano;0.536
5354;Mataraca;0.536
5354;São Luís do Quitunde;0.536
5354;Araponga;0.536
5354;Turilândia;0.536
5354;Sebastião Barros;0.536
5354;Correntes;0.536
5361;Coronel João Sá;0.535
5361;São Miguel do Fidalgo;0.535
5361;Santana de Mangueira;0.535
5361;Jacobina do Piauí;0.535
5361;Humberto de Campos;0.535
5366;Maraial;0.534
5366;Estrela de Alagoas;0.534
5366;Araci;0.534
5366;Salgadinho;0.534
5370;Lastro;0.533
5370;Matões do Norte;0.533
5370;Duque Bacelar;0.533
5370;Araguanã;0.533
5370;Capim;0.533
5370;Santa Filomena;0.533
5370;Coité do Nóia;0.533
5370;Feira Grande;0.533
5370;Piraí do Norte;0.533
5370;Passo de Camaragibe;0.533
5370;Sítio do Quinto;0.533
5370;Nossa Senhora dos Remédios;0.533
5382;Dois Riachos;0.532
5382;Porto Walter;0.532
5382;Bom Princípio do Piauí;0.532
5382;Passagem Franca;0.532
5382;Guajará;0.532
5382;Feira Nova do Maranhão;0.532
5382;São Domingos do Capim;0.532
5382;Traipu;0.532
5390;Cacimbinhas;0.531
5390;Lábrea;0.531
5390;Joaquim Gomes;0.531
5390;Tracuateua;0.531
5390;Alagoinha do Piauí;0.531
5395;São Benedito do Sul;0.530
5395;São José da Lagoa Tapada;0.530
5395;Fonte Boa;0.530
5395;Canutama;0.530
5395;Murici dos Portelas;0.530
5395;Jataúba;0.530
5395;João Dias;0.530
5402;São João das Missões;0.529
5402;Poço Redondo;0.529
5402;Marcação;0.529
5402;Lagoa de São Francisco;0.529
5402;Afonso Cunha;0.529
5402;Curral de Cima;0.529
5408;Acauã;0.528
5408;Itupiranga;0.528
5408;Tremedal;0.528
5408;Novo Santo Antônio;0.528
5408;Campo Largo do Piauí;0.528
5408;Poção;0.528
5408;São Francisco do Maranhão;0.528
5408;Iati;0.528
5416;Mirante;0.527
5416;Alvarães;0.527
5416;Curral Novo do Piauí;0.527
5416;Flexeiras;0.527
5416;Milagres do Maranhão;0.527
5416;Murici;0.527
5416;São José da Tapera;0.527
5416;Uarini;0.527
5416;Sátiro Dias;0.527
5416;Buíque;0.527
5426;Garrafão do Norte;0.526
5426;Pavussu;0.526
5426;Carneiros;0.526
5426;Águas Belas;0.526
5426;Poço das Trincheiras;0.526
5426;Japorã;0.526
5432;Santa Filomena do Maranhão;0.525
5432;Massapê do Piauí;0.525
5432;Olho D'Água do Casado;0.525
5432;Santa Cecília;0.525
5432;Craíbas;0.525
5432;Poço Dantas;0.525
5432;Lagoa do Ouro;0.525
5439;Macajuba;0.524
5439;Cuité de Mamanguape;0.524
5439;Campo Grande;0.524
5439;Nova Itarana;0.524
5439;Jaicós;0.524
5444;Prainha;0.523
5444;Cacimbas;0.523
5444;Cajari;0.523
5444;São João do Arraial;0.523
5444;Inajá;0.523
5449;Juruá;0.522
5449;Caetés;0.522
5449;Japurá;0.522
5449;Joaquim Pires;0.522
5453;Damião;0.521
5453;Araioses;0.521
5453;Governador Newton Bello;0.521
5453;Novo Lino;0.521
5453;São Paulo de Olivença;0.521
5458;Amapá do Maranhão;0.520
5458;Augusto Corrêa;0.520
5458;Ribeira do Piauí;0.520
5461;Serrano do Maranhão;0.519
5461;Aroeiras do Itaim;0.519
5461;Tupanatinga;0.519
5461;Santana do Mundaú;0.519
5461;Aurora do Pará;0.519
5461;Brejo de Areia;0.519
5467;Santo Amaro do Maranhão;0.518
5467;Itaipava do Grajaú;0.518
5467;Ibateguara;0.518
5467;Centro Novo do Maranhão;0.518
5467;Senador Rui Palmeira;0.518
5467;Lamarão;0.518
5473;Santa Rosa do Purus;0.517
5473;Belo Monte;0.517
5473;São João do Soter;0.517
5473;Colônia Leopoldina;0.517
5477;São Raimundo do Doca Bezerra;0.516
5477;Pedro do Rosário;0.516
5477;São Roberto;0.516
5477;Jutaí;0.516
5481;Viseu;0.515
5481;São João da Fronteira;0.515
5481;Pacajá;0.515
5481;Umburanas;0.515
5481;Queimada Nova;0.515
5481;Brejo do Piauí;0.515
5487;Senador José Porfírio;0.514
5487;Pau D'Arco do Piauí;0.514
5487;Casserengue;0.514
5490;Pedro Alexandre;0.513
5490;Branquinha;0.513
5490;Aldeias Altas;0.513
5490;Gado Bravo;0.513
5494;Ribeira do Amparo;0.512
5494;Conceição do Lago-Açu;0.512
5494;Primeira Cruz;0.512
5494;Belágua;0.512
5494;Arame;0.512
5499;Ibiquera;0.511
5500;Santana do Maranhão;0.510
5500;Itaíba;0.510
5502;Paquetá;0.509
5502;Gurupá;0.509
5502;Jurema;0.509
5502;São João do Carú;0.509
5502;Envira;0.509
5507;Milton Brandão;0.508
5507;Guaribas;0.508
5509;Oeiras do Pará;0.507
5510;Pilão Arcado;0.506
5510;Canapi;0.506
5510;Monte Santo;0.506
5510;Acará;0.506
5510;Beruri;0.506
5515;Jacareacanga;0.505
5515;Caraúbas do Piauí;0.505
5515;Roteiro;0.505
5518;Mata Grande;0.504
5518;Joca Marques;0.504
5520;Porto de Moz;0.503
5520;Vera Mendes;0.503
5520;Olho D'Água Grande;0.503
5520;Breves;0.503
5524;Curralinho;0.502
5524;Nova Esperança do Piriá;0.502
5524;Lagoa do Barro do Piauí;0.502
5524;Tapauá;0.502
5524;Lagoa Grande do Maranhão;0.502
5529;Marechal Thaumaturgo;0.501
5529;Tamboril do Piauí;0.501
5531;Barcelos;0.500
5531;Água Doce do Maranhão;0.500
5531;Recursolândia;0.500
5534;Assunção do Piauí;0.499
5535;Maraã;0.498
5535;Cocal dos Alves;0.498
5537;Cocal;0.497
5538;Pauini;0.496
5539;Olivença;0.493
5539;Satubinha;0.493
5541;Jenipapo dos Vieiras;0.490
5541;Santo Antônio do Içá;0.490
5543;Betânia do Piauí;0.489
5543;Afuá;0.489
5543;Ipixuna do Pará;0.489
5546;Caxingó;0.488
5547;Manari;0.487
5548;Itapicuru;0.486
5549;São Francisco de Assis do Piauí;0.485
5550;Anajás;0.484
5550;Amajari;0.484
5550;Inhapi;0.484
5553;Portel;0.483
5554;Ipixuna;0.481
5555;Santa Isabel do Rio Negro;0.479
5556;Itamarati;0.477
5557;Cachoeira do Piriá;0.473
5558;Bagre;0.471
5559;Jordão;0.469
5560;Chaves;0.453
5560;Uiramutã;0.453
5562;Marajá do Sena;0.452
5563;Atalaia do Norte;0.450
5564;Fernando Falcão;0.443
5565;Melgaço;0.418
